11189.0,12073.500763497635,498.0
11279.0,12080.333442157473,536.0
11170.0,12072.533898185713,452.0
11221.0,12101.825418249613,484.0
11210.0,12090.228382063182,497.0
2912.0,3187.956644364601,639.0
2943.0,3168.125814751116,637.0
2911.0,3171.511496919707,661.0
2923.0,3168.0470078743615,694.0
12813.0,14123.162639784274,527.0
12709.0,14130.783860369584,569.0
12822.0,14130.039276239808,580.0
12809.0,14131.52808384104,532.0
12767.0,14121.189448690482,592.0
7352.0,8005.743388332761,847.0
7318.0,7996.250746025888,813.0
7339.0,8008.603533172494,795.0
6364.0,7026.943280850265,529.0
6359.0,7022.692492222519,514.0
6364.0,7019.517801551615,524.0
6356.0,7023.5235535445345,462.0
6370.0,7030.757354617821,483.0
5516.0,5980.0940041982785,2363.0
5952.0,5985.248275920988,2809.0
5690.0,5946.32810745655,1652.0
3698.0,4001.649392051794,677.0
3686.0,4005.5039961517505,729.0
3695.0,4004.754983387159,649.0
3652.0,4001.8359491739493,707.0
