11250.0,11900.357261531995,181.0
11260.0,11908.929482205865,182.0
11291.0,11903.423595577544,174.0
11250.0,11919.047488373502,165.0
11290.0,11918.632835458815,175.0
2913.0,3137.5885673809034,228.0
2925.0,3119.942256118293,220.0
2912.0,3124.9642516238528,223.0
2900.0,3119.5722789970537,214.0
12815.0,13915.943124003776,197.0
12753.0,13930.373027318426,200.0
12781.0,13932.5066076801,201.0
12715.0,13917.632513073984,198.0
12786.0,13914.388955210352,189.0
7332.0,7873.873782798948,291.0
7318.0,7865.556078925238,300.0
7305.0,7879.491864879219,285.0
6374.0,6921.19504944205,176.0
6385.0,6918.6025205891665,168.0
6381.0,6919.826467079565,169.0
6368.0,6926.209168477057,162.0
6375.0,6930.731730679574,170.0
5638.0,5877.520645807142,482.0
5656.0,5872.451526321819,481.0
5616.0,5866.692672604773,515.0
3667.0,3935.83728256747,235.0
3659.0,3941.251306985283,244.0
3670.0,3943.776217125351,244.0
3693.0,3937.3148419907884,238.0
